nom,prenom_x,age_x,taille_x,poids_x,sexe_x,sport_licence_x,niveau_etude_x,region_x,smoker_x,nationalité_francaise_x,revenu_estime_mois_x,montant_pret_x,prenom_y,age_y,taille_y,poids_y,sexe_y,sport_licence_y,niveau_etude_y,region_y,smoker_y,nationalité_francaise_y,revenu_estime_mois_y,montant_pret_y
Ferreira,Nath,40,173.4,72.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2568,30901.263349138542,Bertrand,32,170.8,66.6,H,non,bac+2,Corse,oui,non,1719,500.0
Ferreira,Nath,40,173.4,72.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2568,30901.263349138542,Daniel,75,184.4,51.2,F,oui,master,Occitanie,non,oui,3475,33687.59802904979
Ferreira,Nath,40,173.4,72.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2568,30901.263349138542,Aurore,69,189.6,70.1,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,3713,19175.548649642235
Ferreira,Nath,40,173.4,72.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2568,30901.263349138542,Alix,62,180.4,47.2,F,oui,doctorat,Corse,non,oui,500,12869.617559875762
Ferreira,Nath,40,173.4,72.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2568,30901.263349138542,Paul,60,173.1,60.9,F,oui,bac,Normandie,oui,oui,3047,19414.231449675503
Ferreira,Nath,40,173.4,72.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2568,30901.263349138542,Michèle,46,186.1,73.4,H,non,aucun,Corse,non,oui,3263,500.0
Ferreira,Nath,40,173.4,72.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2568,30901.263349138542,Françoise,26,176.4,69.0,F,oui,aucun,Corse,non,oui,758,500.0
Mary,Cécile,56,169.6,71.3,F,oui,bac+2,Normandie,non,non,1786,500.0,Hugues,52,172.5,93.7,H,oui,master,Île-de-France,non,oui,2385,32162.576294052786
Thomas,Pauline,62,168.8,56.6,H,oui,doctorat,Occitanie,oui,oui,1760,18366.138719710983,Vincent,50,165.7,65.4,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2766,23006.180901201533
Thomas,Pauline,62,168.8,56.6,H,oui,doctorat,Occitanie,oui,oui,1760,18366.138719710983,Hortense,26,170.4,95.4,F,non,bac,Bretagne,non,non,1752,500.0
Thomas,Pauline,62,168.8,56.6,H,oui,doctorat,Occitanie,oui,oui,1760,18366.138719710983,Monique,33,157.8,62.4,H,oui,doctorat,Occitanie,oui,oui,2322,21538.573254384988
Thomas,Pauline,62,168.8,56.6,H,oui,doctorat,Occitanie,oui,oui,1760,18366.138719710983,Inès,49,164.9,54.1,H,non,doctorat,Bretagne,non,non,4277,12919.116084494157
Thomas,Pauline,62,168.8,56.6,H,oui,doctorat,Occitanie,oui,oui,1760,18366.138719710983,Richard,27,180.1,46.4,F,non,bac,Hauts-de-France,non,non,3797,500.0
Roy,Marine,54,163.8,73.5,H,oui,doctorat,Normandie,non,oui,2210,28915.222275611923,Maurice,25,158.0,99.5,H,oui,aucun,Bretagne,non,oui,2542,15384.504276532434
Roy,Marine,54,163.8,73.5,H,oui,doctorat,Normandie,non,oui,2210,28915.222275611923,Pauline,28,181.9,73.2,H,oui,master,Bretagne,non,non,3732,11201.462569060986
Roy,Marine,54,163.8,73.5,H,oui,doctorat,Normandie,non,oui,2210,28915.222275611923,Laurence,68,153.3,76.1,F,non,master,Île-de-France,non,non,3359,6179.9721983562085
Roy,Marine,54,163.8,73.5,H,oui,doctorat,Normandie,non,oui,2210,28915.222275611923,Charlotte,58,147.7,73.4,H,non,bac,Île-de-France,non,oui,1826,6692.396933531173
Roy,Marine,54,163.8,73.5,H,oui,doctorat,Normandie,non,oui,2210,28915.222275611923,Arthur,71,167.8,49.8,F,non,bac,Bretagne,non,non,4621,500.0
Roy,Marine,54,163.8,73.5,H,oui,doctorat,Normandie,non,oui,2210,28915.222275611923,Corinne,25,195.0,54.2,F,non,bac+2,Normandie,oui,oui,2075,500.0
Roy,Marine,54,163.8,73.5,H,oui,doctorat,Normandie,non,oui,2210,28915.222275611923,Nath,29,170.4,86.4,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,2415,500.0
Clerc,Charles,69,170.8,75.2,H,oui,doctorat,Occitanie,non,oui,4260,32858.491074502694,Frédérique,68,154.9,63.3,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,3527,500.0
Clerc,Charles,69,170.8,75.2,H,oui,doctorat,Occitanie,non,oui,4260,32858.491074502694,Émile,35,173.8,93.5,H,oui,aucun,Normandie,oui,oui,2421,4285.54908742602
Clerc,Charles,69,170.8,75.2,H,oui,doctorat,Occitanie,non,oui,4260,32858.491074502694,Thibaut,72,167.4,94.0,H,oui,master,Hauts-de-France,oui,oui,3173,12100.840303219844
Clerc,Charles,69,170.8,75.2,H,oui,doctorat,Occitanie,non,oui,4260,32858.491074502694,Margaux,30,165.0,84.6,H,oui,bac,Île-de-France,oui,oui,3118,10986.178518171397
Clerc,Charles,69,170.8,75.2,H,oui,doctorat,Occitanie,non,oui,4260,32858.491074502694,Bertrand,32,171.3,68.8,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,1065,500.0
Clerc,Charles,69,170.8,75.2,H,oui,doctorat,Occitanie,non,oui,4260,32858.491074502694,Hortense,70,181.3,72.3,F,oui,bac,Occitanie,oui,oui,2096,1870.162692562001
Guillet,Alain,57,168.1,56.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1385,34513.65503634652,Christelle,59,159.3,47.1,F,non,master,Normandie,oui,oui,1669,500.0
Guillet,Alain,57,168.1,56.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1385,34513.65503634652,Adélaïde,36,166.4,67.3,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,4147,10601.152334298687
Guillet,Alain,57,168.1,56.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1385,34513.65503634652,Claudine,36,172.2,65.4,F,oui,aucun,Hauts-de-France,non,non,2237,500.0
Guillet,Alain,57,168.1,56.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1385,34513.65503634652,Célina,31,168.0,85.9,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2438,17038.079437238688
Guillet,Alain,57,168.1,56.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1385,34513.65503634652,Margot,34,172.7,76.3,H,non,aucun,Corse,non,non,3929,500.0
Guillet,Alain,57,168.1,56.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1385,34513.65503634652,Camille,73,157.3,67.5,F,non,bac+2,Hauts-de-France,non,non,2582,500.0
Schneider,Claudine,72,157.3,58.2,H,oui,bac+2,Normandie,oui,oui,1139,500.0,Guy,71,170.1,55.3,H,non,master,Corse,non,oui,3054,12982.250544958786
Schneider,Claudine,72,157.3,58.2,H,oui,bac+2,Normandie,oui,oui,1139,500.0,Julie,44,182.4,46.1,H,oui,master,Bretagne,non,non,1780,9188.036087840172
Schneider,Claudine,72,157.3,58.2,H,oui,bac+2,Normandie,oui,oui,1139,500.0,Clémence,63,164.4,68.0,H,non,aucun,Normandie,non,oui,4502,7560.432958632722
Schneider,Claudine,72,157.3,58.2,H,oui,bac+2,Normandie,oui,oui,1139,500.0,Xavier,28,167.7,61.4,H,oui,aucun,Occitanie,non,oui,4265,15152.167104487937
Legendre,Alexandria,71,159.2,63.7,F,oui,bac+2,Normandie,non,non,3650,500.0,Sébastien,49,175.1,53.4,H,oui,bac,Île-de-France,non,oui,500,23627.501098606284
Legendre,Alexandria,71,159.2,63.7,F,oui,bac+2,Normandie,non,non,3650,500.0,Marguerite,63,164.5,71.4,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,2691,15153.707514160344
Legendre,Alexandria,71,159.2,63.7,F,oui,bac+2,Normandie,non,non,3650,500.0,Alexandrie,43,168.7,91.3,H,non,bac,Corse,non,non,3611,500.0
Legendre,Alexandria,71,159.2,63.7,F,oui,bac+2,Normandie,non,non,3650,500.0,Alexandrie,46,176.4,85.9,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2941,28186.16028290525
Legendre,Alexandria,71,159.2,63.7,F,oui,bac+2,Normandie,non,non,3650,500.0,Andrée,39,174.0,69.1,H,oui,bac+2,Normandie,oui,oui,1617,10424.87228119292
Legendre,Alexandria,71,159.2,63.7,F,oui,bac+2,Normandie,non,non,3650,500.0,Sébastien,51,155.0,56.2,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,4087,500.0
Dos Santos,Timothée,71,156.9,77.7,H,oui,master,Normandie,oui,oui,3853,27451.898789025665,Corinne,26,183.6,50.4,H,oui,aucun,Île-de-France,non,non,500,500.0
Dos Santos,Timothée,71,156.9,77.7,H,oui,master,Normandie,oui,oui,3853,27451.898789025665,Anouk,23,151.3,64.2,F,non,master,Auvergne-Rhône-Alpes,non,non,2728,500.0
Dos Santos,Timothée,71,156.9,77.7,H,oui,master,Normandie,oui,oui,3853,27451.898789025665,André,46,152.1,60.7,F,non,bac,Occitanie,oui,non,3199,500.0
Dos Santos,Timothée,71,156.9,77.7,H,oui,master,Normandie,oui,oui,3853,27451.898789025665,Jeanne,59,170.2,81.9,H,oui,bac+2,Bretagne,oui,oui,3668,36384.9686400523
Rocher,Alfred,67,166.4,60.9,H,oui,master,Normandie,oui,oui,1527,16838.22671714366,Margot,21,174.9,79.5,H,non,bac,Bretagne,non,oui,3831,21536.25090317909
Rocher,Alfred,67,166.4,60.9,H,oui,master,Normandie,oui,oui,1527,16838.22671714366,Augustin,64,182.0,62.6,H,non,aucun,Corse,non,non,500,500.0
Rocher,Alfred,67,166.4,60.9,H,oui,master,Normandie,oui,oui,1527,16838.22671714366,Camille,28,166.9,57.4,H,oui,bac,Occitanie,non,non,1435,500.0
Rocher,Alfred,67,166.4,60.9,H,oui,master,Normandie,oui,oui,1527,16838.22671714366,Adrien,18,183.6,66.5,H,non,bac,Normandie,oui,oui,2356,1837.5638027806904
Bouvier,Stéphane,39,168.9,51.2,H,oui,bac+2,Corse,non,oui,3528,13571.12651757627,Colette,30,158.3,43.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,3149,40000.0
Bouvier,Stéphane,39,168.9,51.2,H,oui,bac+2,Corse,non,oui,3528,13571.12651757627,Agnès,67,177.8,69.4,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,1998,500.0
Bouvier,Stéphane,39,168.9,51.2,H,oui,bac+2,Corse,non,oui,3528,13571.12651757627,Suzanne,23,167.5,64.8,F,non,doctorat,Hauts-de-France,non,non,3087,500.0
Bouvier,Stéphane,39,168.9,51.2,H,oui,bac+2,Corse,non,oui,3528,13571.12651757627,Alex,26,141.6,69.8,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,2373,500.0
Bouvier,Stéphane,39,168.9,51.2,H,oui,bac+2,Corse,non,oui,3528,13571.12651757627,Augustin,61,195.9,52.0,F,non,aucun,Normandie,oui,oui,3338,500.0
Mallet,Brigitte,63,171.8,63.4,H,non,master,Occitanie,oui,oui,1012,8960.446046303185,Claire,35,172.4,101.1,H,oui,master,Normandie,oui,oui,1396,5065.352624850521
Mallet,Brigitte,63,171.8,63.4,H,non,master,Occitanie,oui,oui,1012,8960.446046303185,Aimée,64,167.4,65.0,F,oui,doctorat,Bretagne,non,oui,3652,39661.67774803637
Allard,Odette,53,168.5,73.2,H,oui,bac+2,Occitanie,non,oui,3229,28364.922393291108,Lucas,50,172.9,49.7,F,oui,aucun,Île-de-France,non,non,3059,500.0
Allard,Odette,53,168.5,73.2,H,oui,bac+2,Occitanie,non,oui,3229,28364.922393291108,Julien,53,173.9,82.6,F,oui,bac,Hauts-de-France,non,non,1684,500.0
Allard,Odette,53,168.5,73.2,H,oui,bac+2,Occitanie,non,oui,3229,28364.922393291108,Vincent,47,186.0,80.5,H,oui,master,Bretagne,non,oui,3139,40000.0
Allard,Odette,53,168.5,73.2,H,oui,bac+2,Occitanie,non,oui,3229,28364.922393291108,Christelle,24,183.8,59.9,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,2434,500.0
Garcia,Joséphine,58,164.5,68.5,F,oui,master,Occitanie,non,oui,3648,40000.0,Joséphine,31,166.1,71.7,F,non,bac+2,Bretagne,non,oui,3294,14528.814755761754
Garcia,Joséphine,58,164.5,68.5,F,oui,master,Occitanie,non,oui,3648,40000.0,Audrey,50,182.1,85.4,F,oui,aucun,Corse,non,oui,3211,11656.36582434806
Garcia,Joséphine,58,164.5,68.5,F,oui,master,Occitanie,non,oui,3648,40000.0,Véronique,47,174.6,49.5,H,non,bac+2,Hauts-de-France,non,non,3517,500.0
Garcia,Joséphine,58,164.5,68.5,F,oui,master,Occitanie,non,oui,3648,40000.0,Aurélie,73,188.3,82.2,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,3078,500.0
Garcia,Joséphine,58,164.5,68.5,F,oui,master,Occitanie,non,oui,3648,40000.0,Marie,66,178.6,71.2,F,non,master,Bretagne,oui,oui,3867,13294.325159379046
Vallet,Catherine,60,165.0,75.3,H,oui,doctorat,Occitanie,oui,oui,2372,25507.70208034152,Benjamin,34,157.0,80.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,2939,500.0
Vallet,Catherine,60,165.0,75.3,H,oui,doctorat,Occitanie,oui,oui,2372,25507.70208034152,Benoît,21,167.2,82.7,F,non,master,Auvergne-Rhône-Alpes,oui,oui,2441,3549.35869095631
Vallet,Catherine,60,165.0,75.3,H,oui,doctorat,Occitanie,oui,oui,2372,25507.70208034152,Sabine,25,175.8,58.0,H,oui,aucun,Occitanie,oui,oui,500,680.7679706410524
Vallet,Catherine,60,165.0,75.3,H,oui,doctorat,Occitanie,oui,oui,2372,25507.70208034152,Anaïs,74,155.9,55.2,H,oui,bac,Bretagne,oui,oui,2738,13554.508646838343
Vallet,Catherine,60,165.0,75.3,H,oui,doctorat,Occitanie,oui,oui,2372,25507.70208034152,Alice,48,152.5,77.4,F,oui,master,Auvergne-Rhône-Alpes,non,non,2960,500.0
Vallet,Catherine,60,165.0,75.3,H,oui,doctorat,Occitanie,oui,oui,2372,25507.70208034152,Stéphane,75,165.5,95.9,F,oui,master,Hauts-de-France,non,non,1435,500.0
Delorme,Nath,53,171.0,62.3,F,oui,bac+2,Occitanie,non,oui,1910,15933.790894657344,Jérôme,34,167.5,58.7,H,oui,doctorat,Normandie,non,non,1432,9414.848967817996
Delorme,Nath,53,171.0,62.3,F,oui,bac+2,Occitanie,non,oui,1910,15933.790894657344,Martin,32,173.6,59.6,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3579,25494.275718206845
Delorme,Nath,53,171.0,62.3,F,oui,bac+2,Occitanie,non,oui,1910,15933.790894657344,Anaïs,29,159.1,65.3,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,3955,8072.875246821465
Delorme,Nath,53,171.0,62.3,F,oui,bac+2,Occitanie,non,oui,1910,15933.790894657344,Emmanuel,28,173.7,75.9,H,oui,bac+2,Occitanie,oui,oui,500,7566.208468468083
Delorme,Nath,53,171.0,62.3,F,oui,bac+2,Occitanie,non,oui,1910,15933.790894657344,Sylvie,44,165.9,81.8,H,non,bac+2,Occitanie,non,oui,735,12709.46305135512
Delorme,Nath,53,171.0,62.3,F,oui,bac+2,Occitanie,non,oui,1910,15933.790894657344,Bernadette,28,160.1,56.2,F,non,bac+2,Bretagne,non,non,1821,500.0
Bourdon,Anaïs,47,171.5,56.8,F,oui,aucun,Occitanie,non,oui,804,500.0,Pénélope,48,164.7,60.7,H,oui,aucun,Hauts-de-France,non,non,1833,500.0
Bourdon,Anaïs,47,171.5,56.8,F,oui,aucun,Occitanie,non,oui,804,500.0,Adrienne,39,151.1,73.2,H,non,bac+2,Bretagne,non,non,2501,500.0
Bourdon,Anaïs,47,171.5,56.8,F,oui,aucun,Occitanie,non,oui,804,500.0,Nicolas,72,179.5,73.6,H,oui,master,Normandie,oui,non,660,500.0
Bourdon,Anaïs,47,171.5,56.8,F,oui,aucun,Occitanie,non,oui,804,500.0,Stéphanie,45,158.7,66.2,F,non,doctorat,Bretagne,oui,oui,1854,8432.937151860107
Bourdon,Anaïs,47,171.5,56.8,F,oui,aucun,Occitanie,non,oui,804,500.0,Alexandrie,30,169.4,61.0,F,oui,bac,Hauts-de-France,non,non,1740,500.0
Bodin,Jérôme,60,165.5,74.2,H,oui,doctorat,Bretagne,non,oui,4081,40000.0,Jacqueline,54,177.1,73.5,H,non,master,Auvergne-Rhône-Alpes,oui,oui,3643,16007.12878016094
Costa,Tristan,60,159.9,53.3,F,oui,aucun,Occitanie,non,oui,870,500.0,Michèle,41,169.0,61.8,F,non,doctorat,Île-de-France,oui,non,2978,500.0
Costa,Tristan,60,159.9,53.3,F,oui,aucun,Occitanie,non,oui,870,500.0,Jeanne,74,163.6,87.8,F,non,bac,Bretagne,non,oui,4204,22671.595323687856
Costa,Tristan,60,159.9,53.3,F,oui,aucun,Occitanie,non,oui,870,500.0,Zoé,68,161.9,51.1,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2219,20857.207186988417
Costa,Tristan,60,159.9,53.3,F,oui,aucun,Occitanie,non,oui,870,500.0,Auguste,33,179.4,54.5,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,2977,18455.709441264706
Costa,Tristan,60,159.9,53.3,F,oui,aucun,Occitanie,non,oui,870,500.0,Valentine,29,180.4,78.8,H,non,bac+2,Hauts-de-France,non,oui,2344,8841.182770636822
Costa,Tristan,60,159.9,53.3,F,oui,aucun,Occitanie,non,oui,870,500.0,Guy,46,154.4,73.0,F,non,bac+2,Bretagne,oui,oui,2620,6332.077087965559
Costa,Tristan,60,159.9,53.3,F,oui,aucun,Occitanie,non,oui,870,500.0,Claude,53,170.8,59.3,H,non,bac+2,Hauts-de-France,oui,oui,500,500.0
Costa,Tristan,60,159.9,53.3,F,oui,aucun,Occitanie,non,oui,870,500.0,Robert,40,154.4,82.3,H,non,bac,Hauts-de-France,oui,oui,3008,1492.222519342529
Bourgeois,Alphonse,63,170.9,53.0,H,oui,bac+2,Occitanie,non,oui,3329,34171.49406955961,Margot,62,166.9,81.7,F,oui,master,Normandie,non,oui,4072,33237.284758927475
Bourgeois,Alphonse,63,170.9,53.0,H,oui,bac+2,Occitanie,non,oui,3329,34171.49406955961,Georges,26,167.8,71.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2731,7579.095448937502
Bailly,Étienne,74,161.9,79.2,H,oui,bac,Bretagne,non,oui,1966,20453.849575082357,Isaac,23,175.2,76.3,F,oui,master,Normandie,oui,non,4181,500.0
Bailly,Étienne,74,161.9,79.2,H,oui,bac,Bretagne,non,oui,1966,20453.849575082357,Charles,70,157.1,80.3,F,oui,bac+2,Normandie,oui,oui,1896,8136.199099047465
Bailly,Étienne,74,161.9,79.2,H,oui,bac,Bretagne,non,oui,1966,20453.849575082357,Zacharie,51,178.4,64.5,F,non,doctorat,Île-de-France,oui,non,500,500.0
Bailly,Étienne,74,161.9,79.2,H,oui,bac,Bretagne,non,oui,1966,20453.849575082357,Claude,74,171.0,51.0,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,500,500.0
Bailly,Étienne,74,161.9,79.2,H,oui,bac,Bretagne,non,oui,1966,20453.849575082357,Franck,43,175.1,68.7,H,oui,bac,Corse,oui,oui,4009,6962.983282338808
Bailly,Étienne,74,161.9,79.2,H,oui,bac,Bretagne,non,oui,1966,20453.849575082357,Anouk,41,156.8,81.6,F,non,master,Auvergne-Rhône-Alpes,oui,oui,2501,6074.246156430938
Benard,Chantal,61,174.6,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1388,29878.23561987365,Victor,75,170.2,75.2,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,1852,510.4860354329832
Benard,Chantal,61,174.6,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1388,29878.23561987365,Martin,66,165.3,68.4,F,non,master,Île-de-France,non,oui,5673,35080.45730543785
Benard,Chantal,61,174.6,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1388,29878.23561987365,Monique,65,166.1,74.0,F,oui,doctorat,Hauts-de-France,non,oui,2088,23874.570180379105
Benard,Chantal,61,174.6,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1388,29878.23561987365,Amélie,23,162.6,48.8,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2762,10834.515630486932
Benard,Chantal,61,174.6,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1388,29878.23561987365,Christophe,52,180.1,57.3,H,non,aucun,Corse,non,oui,701,500.0
Benard,Chantal,61,174.6,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1388,29878.23561987365,Anaïs,34,181.5,58.3,H,non,bac,Auvergne-Rhône-Alpes,non,oui,4370,19393.673173388037
Benard,Chantal,61,174.6,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1388,29878.23561987365,Xavier,47,173.2,89.3,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,4053,22149.75359796247
Benard,Chantal,61,174.6,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1388,29878.23561987365,Bernard,60,172.4,88.8,H,non,master,Hauts-de-France,non,non,3447,500.0
Benard,Chantal,61,174.6,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1388,29878.23561987365,Élodie,50,170.3,79.2,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,2950,500.0
Leclerc,Emmanuel,74,169.2,50.9,F,non,doctorat,Hauts-de-France,non,oui,2363,24523.237999904435,Alexandria,69,165.7,54.8,F,oui,bac+2,Occitanie,non,non,514,500.0
Leclerc,Emmanuel,74,169.2,50.9,F,non,doctorat,Hauts-de-France,non,oui,2363,24523.237999904435,Stéphane,42,173.1,44.3,H,non,bac+2,Occitanie,oui,non,882,500.0
Leclerc,Emmanuel,74,169.2,50.9,F,non,doctorat,Hauts-de-France,non,oui,2363,24523.237999904435,Marc,26,164.8,71.4,F,non,doctorat,Occitanie,oui,non,1945,500.0
Leclerc,Emmanuel,74,169.2,50.9,F,non,doctorat,Hauts-de-France,non,oui,2363,24523.237999904435,Danielle,46,172.4,109.0,H,oui,bac,Corse,oui,oui,3178,2795.504336337753
Leclerc,Emmanuel,74,169.2,50.9,F,non,doctorat,Hauts-de-France,non,oui,2363,24523.237999904435,Laurent,46,183.3,48.9,F,oui,aucun,Hauts-de-France,oui,non,3203,500.0
Leclerc,Emmanuel,74,169.2,50.9,F,non,doctorat,Hauts-de-France,non,oui,2363,24523.237999904435,Cécile,57,174.9,55.0,H,oui,bac+2,Normandie,oui,non,4447,7492.619827282676
Roussel,Margaud,37,172.4,54.2,H,oui,master,Occitanie,non,oui,2327,16515.679288962674,Margaud,72,168.4,69.6,H,oui,bac,Auvergne-Rhône-Alpes,non,non,1380,500.0
Roussel,Margaud,37,172.4,54.2,H,oui,master,Occitanie,non,oui,2327,16515.679288962674,Jacqueline,25,160.3,64.0,H,non,doctorat,Corse,oui,oui,3985,20832.569392867717
Roussel,Margaud,37,172.4,54.2,H,oui,master,Occitanie,non,oui,2327,16515.679288962674,Agathe,27,149.8,27.5,H,oui,bac,Corse,oui,oui,3476,15274.4678457162
Schneider,Édouard,41,174.2,70.8,H,oui,bac+2,Bretagne,non,oui,2301,33098.36882350187,Guy,71,170.1,55.3,H,non,master,Corse,non,oui,3054,12982.250544958786
Schneider,Édouard,41,174.2,70.8,H,oui,bac+2,Bretagne,non,oui,2301,33098.36882350187,Julie,44,182.4,46.1,H,oui,master,Bretagne,non,non,1780,9188.036087840172
Schneider,Édouard,41,174.2,70.8,H,oui,bac+2,Bretagne,non,oui,2301,33098.36882350187,Clémence,63,164.4,68.0,H,non,aucun,Normandie,non,oui,4502,7560.432958632722
Schneider,Édouard,41,174.2,70.8,H,oui,bac+2,Bretagne,non,oui,2301,33098.36882350187,Xavier,28,167.7,61.4,H,oui,aucun,Occitanie,non,oui,4265,15152.167104487937
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,David,19,172.2,70.7,F,non,master,Hauts-de-France,non,non,1718,500.0
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Pierre,45,161.4,70.7,H,oui,doctorat,Corse,non,oui,1502,18060.882942565546
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Gilles,35,163.6,50.2,F,oui,master,Corse,non,oui,4470,20193.187053433005
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Alice,75,170.6,74.0,H,non,doctorat,Occitanie,oui,oui,4334,24343.11482119829
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Astrid,62,168.7,82.4,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,1975,11979.543291998156
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Daniel,27,164.1,53.6,F,oui,doctorat,Normandie,non,oui,3501,31117.89144200788
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Julien,19,165.0,49.4,H,oui,bac+2,Hauts-de-France,oui,non,2887,500.0
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Nath,64,177.6,46.9,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,1740,25409.701384480435
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Julien,22,178.6,95.2,F,oui,bac,Île-de-France,oui,oui,1533,4106.944642746513
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Élise,31,160.9,63.7,H,non,doctorat,Normandie,non,oui,2912,25981.04838944189
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Virginie,31,175.4,70.0,H,oui,master,Bretagne,non,non,3975,10403.486056881373
Courtois,Grégoire,50,171.0,61.9,F,oui,master,Occitanie,non,non,1096,500.0,Maggie,63,168.6,78.9,H,oui,master,Île-de-France,oui,non,2371,1057.8128072758177
Rousset,Josette,59,164.6,66.6,H,oui,doctorat,Normandie,oui,oui,1634,21211.241858202226,Agathe,18,162.3,70.4,F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,3097,500.0
Rousset,Josette,59,164.6,66.6,H,oui,doctorat,Normandie,oui,oui,1634,21211.241858202226,Grégoire,71,179.7,88.5,H,oui,bac,Normandie,non,oui,2606,16266.503058502429
Rousset,Josette,59,164.6,66.6,H,oui,doctorat,Normandie,oui,oui,1634,21211.241858202226,Chantal,68,162.7,71.2,H,oui,doctorat,Hauts-de-France,non,oui,3048,35559.144063768465
Rousset,Josette,59,164.6,66.6,H,oui,doctorat,Normandie,oui,oui,1634,21211.241858202226,Jeanne,42,185.8,84.8,F,non,bac+2,Île-de-France,oui,oui,3542,11288.5060746017
Rousset,Josette,59,164.6,66.6,H,oui,doctorat,Normandie,oui,oui,1634,21211.241858202226,Claire,36,159.2,90.6,F,non,bac,Île-de-France,non,oui,2875,9235.6947970685
Rousset,Josette,59,164.6,66.6,H,oui,doctorat,Normandie,oui,oui,1634,21211.241858202226,Antoine,43,173.4,85.4,F,oui,bac,Corse,oui,oui,3546,500.0
Rousset,Josette,59,164.6,66.6,H,oui,doctorat,Normandie,oui,oui,1634,21211.241858202226,Laetitia,53,179.5,72.0,H,non,master,Corse,non,non,2330,500.0
